HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,PassengerGroups,PassengerNums,CabinDeck,CabinNumber,CabinSide,Surname,AgeGroups,Transported
2,0,1,21,0,208,78,0,0,424,2031,1,4,325,1,697,1,0
2,0,3,28,0,637,11,1,0,52,2033,1,2,392,2,639,2,0
3,0,1,35,0,904,688,112,994,0,2035,1,7,64,1,906,4,0
3,1,1,20,0,0,0,0,0,0,2035,2,2,403,1,318,3,0
2,1,2,22,0,0,0,0,0,0,2036,1,4,326,1,19,2,0
2,0,1,30,0,0,0,724,0,0,2036,2,4,326,1,893,2,0
2,0,1,0,0,0,0,0,0,0,2036,3,4,326,1,19,2,0
1,1,1,22,0,0,0,0,0,0,2037,1,1,61,1,1971,1,0
1,0,1,15,0,0,411,0,1757,4411,2037,2,1,61,1,1971,1,0
3,0,1,4,0,0,0,0,0,0,2039,1,2,405,1,1126,4,0
3,1,1,19,0,0,0,0,0,0,2039,2,2,405,1,1126,2,0
3,1,1,29,0,0,0,0,0,0,2039,3,2,405,1,1029,6,0
2,1,1,17,0,0,0,0,0,0,2047,1,4,325,2,2017,1,0
2,0,3,21,0,0,722,0,0,0,2048,1,2,406,1,1540,4,0
2,1,2,20,0,0,0,0,0,0,2049,1,4,326,2,208,1,0
2,0,1,24,0,130,5,0,283,302,2050,1,4,329,1,554,0,0
2,1,2,6,0,0,0,0,0,0,2057,1,4,332,1,65,0,0
2,0,2,9,0,0,0,0,0,0,2057,2,4,332,1,449,3,0
2,0,1,21,0,308,367,1,0,108,2057,3,4,332,1,109,0,0
2,1,1,46,0,0,0,0,0,0,2057,4,4,332,1,449,2,0
2,0,1,20,0,0,0,715,7,1,2057,5,2,408,1,449,2,0
3,0,3,27,0,1226,194,92,18,0,2058,1,2,397,2,737,3,0
3,1,1,23,0,0,0,0,0,0,2064,1,2,409,1,677,3,0
1,1,1,28,0,0,0,0,0,0,2068,1,8,71,1,1100,0,0
1,0,3,53,0,0,4829,0,7,350,2068,2,8,71,1,1100,2,0
1,0,1,41,0,1,2852,0,67,59,2068,3,8,71,1,1100,2,0
1,0,3,32,0,0,5950,462,4257,71,2068,4,8,71,1,1167,1,0
1,0,1,27,0,0,5931,0,110,1125,2068,5,8,71,1,1100,1,0
2,0,1,31,0,767,0,8,3,0,2069,1,2,399,2,632,3,0
2,0,1,20,0,0,0,0,449,86,2072,1,6,152,2,1746,2,0
2,0,1,19,0,0,0,82,590,0,2072,2,2,400,2,1746,3,0
3,1,1,55,0,0,0,0,0,0,2076,1,2,403,2,66,2,0
2,0,1,35,0,0,0,43,1,880,2077,1,2,404,2,1537,2,0
3,1,1,70,0,0,0,0,0,0,2078,1,2,405,2,67,2,0
2,0,3,22,0,240,1974,0,0,152,2079,1,4,330,2,181,0,0
2,0,1,46,0,258,57,0,0,654,2079,2,2,406,2,181,0,0
2,0,1,16,0,32,9,0,0,1408,2079,3,2,406,2,181,3,0
2,0,1,14,0,425,0,295,0,50,2093,1,4,336,1,1323,1,0
2,0,1,13,0,51,0,0,0,0,2098,1,4,332,2,871,5,0
2,1,3,44,0,0,0,0,0,0,2101,1,4,337,1,65,2,0
2,0,1,15,0,0,939,10,0,0,2101,2,2,416,1,65,1,0
2,0,1,32,0,0,126,692,0,1055,2103,1,4,333,2,1040,2,0
1,0,3,26,0,399,5722,0,39,3155,2108,1,8,73,1,1989,1,0
1,0,1,42,0,0,1311,0,63,954,2108,2,8,73,1,1989,3,0
2,1,1,44,0,0,0,0,0,0,2109,1,4,337,2,755,1,0
2,1,1,15,0,0,0,0,0,0,2113,1,4,442,2,752,3,0
2,0,1,35,0,344,530,0,1,9,2119,1,4,340,2,733,3,0
2,1,1,35,0,0,0,0,0,0,2119,2,4,340,2,733,1,0
2,0,2,24,0,0,618,0,0,0,2122,1,6,154,2,395,4,0
2,1,2,19,0,0,0,0,0,0,2132,1,4,342,2,437,1,0
1,0,1,37,0,210,4618,0,17,492,2146,1,1,62,1,1728,1,0
1,1,3,31,0,0,0,0,0,0,2146,2,1,62,1,1728,2,0
2,1,1,39,0,0,0,0,0,0,2151,1,4,346,2,869,2,0
2,0,1,35,0,0,445,451,3,0,2155,1,2,427,1,997,5,0
2,0,1,26,0,0,0,0,0,872,2157,1,2,422,2,1273,2,0
3,0,1,26,0,1775,0,28,0,796,2160,1,4,442,2,53,0,0
3,1,3,0,0,0,0,0,0,0,2160,2,2,428,1,53,1,0
3,1,1,8,0,0,0,0,0,0,2160,3,2,428,1,53,2,0
2,0,1,44,0,0,74,0,0,0,2165,1,2,426,2,912,1,0
2,0,1,20,0,152,770,0,0,26,2166,1,2,430,1,508,0,0
2,0,1,56,0,0,0,0,147,872,2169,1,4,350,1,990,0,0
2,0,1,31,0,0,46,29,84,617,2170,1,2,432,1,152,0,0
2,0,3,16,0,0,1,0,19,878,2174,1,2,434,1,991,1,0
2,1,2,29,0,0,0,0,0,0,2176,1,4,353,1,68,0,0
2,0,1,22,0,11,399,79,0,297,2178,1,4,349,2,68,1,0
2,0,1,39,0,0,0,0,593,21,2181,1,2,436,1,414,4,0
1,1,3,25,0,0,0,0,0,0,2184,1,8,81,2,906,3,0
1,0,1,43,0,0,0,0,0,0,2184,2,8,81,2,69,3,0
1,1,3,37,0,0,0,0,0,0,2185,1,8,82,2,2061,3,0
2,0,2,24,0,286,31,208,207,39,2192,1,4,351,2,436,3,0
2,0,3,53,0,13,522,0,137,1,2197,1,4,353,2,923,2,0
2,0,3,19,0,0,5,573,124,0,2199,1,4,442,2,1978,4,0
3,0,1,24,0,693,0,727,0,2,2208,1,2,444,1,1240,1,0
3,0,1,31,0,1423,0,686,0,0,2213,1,6,131,1,1330,2,0
2,0,1,27,0,0,674,0,951,0,2214,1,6,132,1,1308,2,0
2,0,2,57,0,0,545,0,0,0,2216,1,2,446,1,834,2,0
1,0,1,26,0,132,2576,0,2060,3,2217,1,9,1,2,1290,2,0
2,0,1,15,0,167,0,532,0,89,2218,1,6,133,1,997,2,0
3,1,1,19,0,0,0,0,0,0,2222,1,2,447,1,1955,3,0
2,0,2,27,0,142,0,99,232,0,2226,1,4,357,1,1241,4,0
3,1,1,23,0,0,0,0,0,0,2227,1,2,436,2,2063,3,0
2,1,1,6,0,0,0,0,0,0,2230,1,4,358,1,1496,0,0
2,0,1,15,0,0,465,494,0,18,2236,1,6,160,2,854,5,0
2,1,3,2,0,0,0,0,0,0,2240,1,4,360,1,725,1,0
2,0,1,21,0,12,555,0,0,882,2240,2,2,450,1,725,1,0
2,0,1,0,0,0,0,0,0,0,2240,3,4,360,1,725,4,0
2,1,3,18,0,0,0,0,0,0,2242,1,4,361,1,384,1,0
2,0,1,46,0,0,0,969,1,0,2244,1,2,440,2,649,1,0
2,1,3,43,0,0,0,0,0,0,2245,1,3,17,1,70,1,0
1,1,1,45,1,0,0,0,0,0,2245,2,3,17,1,70,0,0
1,0,3,40,0,224,5672,0,663,779,2246,1,8,74,1,1123,0,0
1,0,1,44,0,0,18,0,980,2601,2246,2,8,74,1,1123,0,0
2,0,3,27,0,0,3,0,0,1917,2247,1,2,452,1,954,0,0
2,0,1,55,0,48,0,127,929,131,2248,1,2,453,1,891,0,0
2,0,1,24,0,0,1606,0,0,2,2249,1,6,135,1,1681,1,0
2,0,1,27,0,76,0,1,27,865,2250,1,2,454,1,396,2,0
1,0,3,33,0,0,2333,0,106,896,2259,1,8,77,1,1619,3,0
1,1,3,35,0,0,0,0,0,0,2259,2,8,77,1,1619,1,0
1,1,1,33,0,0,0,0,0,0,2260,1,7,67,1,1973,4,0
2,0,1,34,0,0,0,0,529,0,2265,1,2,443,2,1045,1,0
1,0,3,37,0,567,32,0,1273,11632,2271,1,8,78,1,1319,2,0
2,1,1,46,0,0,0,0,0,0,2276,1,4,361,2,297,1,0
2,0,1,45,0,1259,210,0,0,1,2276,2,2,444,2,297,2,0
2,0,1,14,0,0,25,116,897,2,2283,1,2,462,1,1938,0,0
2,0,2,26,0,0,20,36,0,788,2285,1,4,363,2,135,6,0
2,0,1,56,0,0,6,0,406,355,2286,1,4,368,1,1505,1,0
2,1,2,24,0,0,0,0,0,0,2290,1,4,364,2,1695,3,0
2,1,2,19,0,0,0,0,0,0,2292,1,4,366,2,1298,4,0
3,1,1,51,0,0,0,0,0,0,2293,1,2,446,2,766,0,0
1,0,3,24,0,204,2322,874,0,252,2294,1,8,84,2,71,1,0
2,0,1,23,0,839,0,0,38,0,2297,1,2,447,2,1892,1,0
2,1,1,21,0,0,0,0,0,0,2304,1,4,370,1,1553,3,0
2,1,1,6,0,0,0,0,0,0,2307,1,6,164,2,1193,1,0
2,0,1,11,0,0,0,0,0,0,2307,2,6,164,2,1193,1,0
2,0,1,4,0,0,0,0,0,0,2307,3,6,164,2,1193,3,0
2,0,1,0,0,0,0,0,0,0,2307,4,6,164,2,1193,2,0
2,1,1,7,0,0,0,0,0,0,2307,5,6,164,2,1193,6,0
2,0,1,24,0,51,1,199,536,0,2322,1,6,165,2,561,3,0
2,0,1,32,0,12,0,0,1123,19,2323,1,2,451,2,1682,1,0
2,0,1,43,0,340,10,22,0,272,2324,1,2,452,2,680,2,0
2,1,1,24,0,0,0,0,0,0,2326,1,4,374,1,960,1,0
2,0,1,49,0,9,146,207,688,2,2328,1,2,471,1,2002,1,0
2,0,2,21,0,17,0,0,595,0,2330,1,2,473,1,557,1,0
1,1,3,29,0,0,0,0,0,0,2331,1,4,442,2,509,1,0
2,0,1,25,0,877,0,0,37,0,2334,1,4,375,2,2091,3,0
2,1,2,27,0,0,0,0,0,0,2335,1,4,376,2,906,0,0
2,1,2,14,0,0,0,0,0,0,2337,1,4,375,1,1015,5,0
2,0,1,67,0,0,1,3,788,15,2342,1,4,377,2,447,0,0
1,1,3,17,0,0,0,0,0,0,2343,1,1,69,1,2153,0,0
1,0,1,44,0,0,0,0,0,0,2343,2,1,69,1,2153,3,0
2,0,3,52,0,0,142,0,378,3209,2344,1,1,70,1,1261,2,0
1,1,3,14,0,0,0,0,0,0,2344,2,1,70,1,1261,0,0
2,0,1,17,0,817,0,0,0,0,2346,1,2,476,1,1965,2,0
3,0,1,19,0,99,0,1522,276,0,2350,1,6,138,1,1309,3,0
3,0,1,36,0,853,382,8,14,30,2350,2,2,478,1,1226,1,0
3,1,3,19,0,0,0,0,0,0,2350,3,2,478,1,1309,1,0
3,0,1,25,0,1872,189,438,4,269,2351,1,7,70,1,1956,2,0
3,0,1,39,0,995,0,169,27,0,2351,2,2,479,1,1956,2,0
3,0,3,32,0,103,0,856,0,666,2352,1,2,456,2,2162,1,0
3,0,1,75,0,940,0,0,1188,60,2354,1,2,458,2,2051,0,0
1,1,1,37,0,0,0,0,0,0,2355,1,7,79,2,72,5,0
1,1,3,25,0,0,0,0,0,0,2355,2,7,79,2,72,7,0
1,0,1,33,0,651,275,0,0,1128,2355,3,7,79,2,72,0,0
1,0,3,25,0,0,5619,0,0,11,2355,4,7,79,2,72,1,0
2,0,1,24,0,1105,357,13,0,303,2358,1,4,378,1,249,3,0
2,0,1,22,0,1448,0,0,0,1,2359,1,2,480,1,779,3,0
2,0,1,22,0,0,170,0,0,1,2362,1,6,140,1,1393,4,0
2,1,1,36,0,0,0,0,0,0,2370,1,4,382,1,1825,1,0
2,1,1,4,0,0,0,0,0,0,2370,2,4,382,1,1825,3,0
2,0,1,61,0,17,21,0,0,111,2370,3,4,382,1,1825,5,0
2,0,1,0,0,0,0,0,0,0,2370,4,4,382,1,906,4,0
2,0,1,15,0,1,0,859,0,0,2371,1,2,485,1,592,1,0
3,0,1,42,0,884,336,0,8,0,2372,1,2,486,1,25,1,0
3,0,1,27,0,343,0,706,0,0,2378,1,6,167,2,89,0,0
3,1,1,5,0,0,0,0,0,0,2378,2,2,460,2,89,2,0
1,0,1,32,0,0,3561,45,1552,7161,2380,1,3,31,2,855,2,0
1,1,3,38,0,0,0,0,0,0,2380,2,3,31,2,855,0,0
2,1,2,21,0,0,0,0,0,0,2381,1,4,381,2,962,0,0
2,0,2,23,0,169,5,0,371,1235,2383,1,4,382,2,12,0,0
2,0,1,34,0,874,0,0,30,4,2383,2,4,382,2,12,1,0
3,1,1,28,0,0,0,0,0,0,2386,1,2,489,1,1354,2,0
2,0,1,23,0,101,0,770,917,0,2388,1,4,384,1,1248,0,0
2,1,1,14,0,0,0,0,0,0,2388,2,4,384,1,1248,1,0
2,0,1,60,0,858,0,4,2,0,2393,1,2,462,2,575,2,0
2,1,2,78,0,0,0,0,0,0,2394,1,4,385,2,41,1,0
2,1,3,6,0,0,0,0,0,0,2394,2,4,385,2,41,1,0
2,0,3,17,0,0,13,395,161,307,2394,3,2,463,2,41,2,0
2,0,3,41,0,574,173,0,2,0,2400,1,2,491,1,609,3,0
2,0,2,40,0,2,10,0,14,657,2405,1,2,464,2,899,0,0
1,0,3,47,0,0,0,0,0,0,2407,1,8,87,2,73,2,0
2,0,1,23,0,62,0,0,0,643,2408,1,4,389,2,74,1,0
2,0,1,41,0,98,2634,0,3,0,2415,1,2,494,1,42,1,0
2,0,1,60,0,0,0,2,24,1593,2418,1,6,144,1,502,2,0
2,0,1,46,0,611,0,296,0,0,2420,1,4,392,2,277,2,0
1,0,3,19,0,0,799,0,38,15125,2422,1,1,93,2,2214,3,0
1,1,3,18,0,0,0,0,0,0,2422,2,1,93,2,2214,1,0
2,1,1,0,0,0,0,0,0,0,2425,1,4,396,1,1499,1,0
2,0,2,28,0,0,0,1059,8,83,2425,2,4,396,1,1499,1,0
2,0,1,30,0,0,1307,848,246,0,2425,3,2,495,1,1499,1,0
2,0,3,9,0,0,0,0,0,0,2425,4,4,396,1,1499,1,0
2,1,1,0,0,0,0,0,0,0,2425,5,4,442,2,1499,3,0
2,1,1,4,0,0,0,0,0,0,2425,6,4,396,1,1499,3,0
2,0,2,22,0,470,0,67,16,0,2428,1,2,496,1,2067,6,0
2,1,1,32,0,0,0,0,0,0,2430,1,4,394,2,1185,1,0
2,0,1,7,0,0,0,0,0,0,2430,2,4,394,2,1185,2,0
2,0,1,19,0,785,0,0,0,0,2430,3,4,394,2,1185,0,0
2,1,1,34,0,0,0,0,0,0,2434,1,4,397,1,2089,1,0
2,0,1,24,0,17,458,0,0,227,2434,2,2,500,1,2089,1,0
2,0,1,17,0,12,0,0,260,2358,2437,1,2,502,1,75,3,0
2,0,1,31,0,25,1,740,0,0,2440,1,4,398,1,908,2,0
2,0,1,42,0,549,0,2,252,0,2447,1,2,469,2,100,2,0
1,1,3,14,0,0,0,0,0,0,2448,1,1,71,1,1244,1,0
1,1,3,27,0,0,0,0,0,0,2448,2,1,71,1,1244,2,0
2,0,1,21,0,0,0,19,52,2006,2450,1,2,509,1,507,6,0
2,1,3,24,0,0,0,0,0,0,2459,1,4,401,1,1881,4,0
3,0,1,34,0,2138,138,31,0,40,2464,1,6,148,1,76,2,0
3,0,3,35,0,667,0,387,0,0,2465,1,7,82,2,1861,1,0
1,1,3,43,0,0,0,0,0,0,2468,1,6,172,2,2178,3,0
3,1,1,25,0,0,0,0,0,0,2469,1,2,473,2,1929,3,0
3,0,1,19,0,278,0,311,560,0,2469,2,2,473,2,1929,2,0
2,0,1,25,0,0,0,3,867,0,2473,1,2,474,2,71,0,0
2,1,3,22,0,0,0,0,0,0,2481,1,4,400,2,999,3,0
2,0,1,23,0,460,182,40,40,65,2481,2,4,442,2,999,4,0
1,0,3,42,0,3,2477,0,1585,1765,2482,1,7,84,2,2119,4,0
1,0,3,40,0,33,3030,0,3588,377,2482,2,7,84,2,2119,1,0
3,1,1,71,0,0,0,0,0,0,2484,1,2,478,2,958,2,0
3,0,1,18,0,572,0,21,441,5,2484,2,2,478,2,958,0,0
3,0,1,34,1,617,0,478,0,203,2485,1,6,175,2,1105,2,0
3,0,1,4,0,0,0,0,0,0,2487,1,2,514,1,1845,1,0
3,1,1,18,0,0,0,0,0,0,2487,2,2,514,1,1845,3,0
3,0,1,22,0,1938,475,165,0,0,2487,3,7,73,1,1845,0,0
2,0,1,38,0,41,0,19,57,685,2490,1,2,479,2,495,2,0
1,0,3,33,0,1,0,0,0,6031,2493,1,8,88,2,1834,2,0
1,0,2,27,1,0,11984,1610,709,19086,2493,2,8,88,2,1834,1,0
1,1,1,18,0,0,0,0,0,0,2494,1,1,95,2,127,1,0
1,0,3,34,0,65,1612,0,5831,631,2494,2,1,95,2,127,3,0
2,0,3,66,0,595,0,0,33,0,2495,1,4,402,2,906,1,0
1,1,1,47,0,0,0,0,0,0,2501,1,8,90,2,906,2,0
2,0,1,35,0,127,629,59,86,0,2504,1,2,482,2,896,2,0
2,1,1,23,0,0,0,0,0,0,2507,1,4,405,1,448,1,0
2,0,1,36,0,59,59,850,0,2,2511,1,2,518,1,39,0,0
2,0,1,36,0,3,755,0,33,0,2514,1,4,442,2,1565,3,0
3,1,1,35,0,0,0,0,0,0,2517,1,2,484,2,823,1,0
2,0,1,15,0,756,3,43,30,45,2525,1,2,486,2,1722,3,0
1,0,1,39,1,381,1222,1104,121,2827,2529,1,8,89,1,2208,3,0
2,0,3,48,0,283,0,3,0,106,2533,1,4,408,1,1881,3,0
3,1,1,47,0,0,0,0,0,0,2536,1,2,490,2,1556,1,0
1,1,3,21,0,0,0,0,0,0,2538,1,1,76,1,5,0,0
1,1,1,31,0,0,0,0,0,0,2538,2,1,76,1,2106,3,0
2,0,1,13,0,0,956,22,41,0,2539,1,4,442,2,2191,0,0
2,0,1,32,0,0,1010,0,0,0,2543,1,2,521,1,225,1,0
2,0,2,22,0,0,1185,3,0,0,2554,1,2,493,2,1009,1,0
3,1,3,40,0,0,0,0,0,0,2556,1,2,524,1,1809,1,0
2,1,1,15,0,0,0,0,0,0,2563,1,4,409,2,1421,1,0
2,0,1,33,0,878,10,0,0,0,2566,1,4,410,2,1821,1,0
3,1,1,28,0,0,0,0,0,0,2567,1,6,180,2,1667,5,0
3,1,1,17,0,0,0,0,0,0,2567,2,2,494,2,1667,1,0
2,0,1,20,0,0,636,0,4,0,2568,1,2,495,2,1028,1,0
2,0,1,42,0,0,592,112,0,0,2569,1,2,528,1,2059,3,0
2,1,1,18,0,0,0,0,0,0,2570,1,4,413,1,592,2,0
3,0,3,27,0,824,0,5649,133,0,2575,1,2,529,1,2018,1,0
3,1,1,32,0,0,0,0,0,0,2576,1,2,497,2,843,5,0
2,1,1,19,0,0,0,0,0,0,2577,1,4,411,2,186,0,0
2,1,1,9,0,0,0,0,0,0,2577,2,4,411,2,186,0,0
3,0,1,36,0,904,49,123,199,72,2579,1,2,530,1,903,2,0
2,1,1,21,0,0,0,0,0,0,2583,1,4,416,1,114,1,0
1,1,1,40,0,0,0,0,0,0,2585,1,1,79,1,703,0,0
2,1,1,42,0,0,0,0,0,0,2586,1,4,418,1,182,0,0
3,1,1,40,0,0,0,0,0,0,2587,1,2,532,1,35,1,0
3,1,1,22,0,0,0,0,0,0,2587,2,2,532,1,35,1,0
3,0,1,15,0,81,0,2267,0,0,2600,1,6,157,1,1517,2,0
2,1,1,38,0,0,0,0,0,0,2603,1,4,414,2,1659,2,0
2,0,3,15,0,0,156,699,45,0,2603,2,2,501,2,1659,3,0
2,1,2,24,0,0,0,0,0,0,2604,1,4,423,1,1248,2,0
2,1,1,22,0,0,0,0,0,0,2608,1,4,415,2,1636,2,0
2,0,1,24,0,2469,0,0,0,56,2610,1,2,502,2,1529,4,0
2,0,1,25,0,5,524,267,0,982,2611,1,4,417,2,202,2,0
2,0,1,22,0,644,2,0,83,0,2612,1,2,538,1,1411,2,0
2,0,1,57,0,4,0,702,37,0,2613,1,2,539,1,505,1,0
3,0,1,25,0,938,0,206,0,289,2614,1,2,503,2,26,3,0
2,0,1,21,0,0,0,1352,0,182,2615,1,2,540,1,773,0,0
2,1,3,41,0,0,0,0,0,0,2620,1,4,425,1,1456,0,0
1,0,3,27,0,11567,246,0,5957,496,2621,1,8,94,2,2004,1,0
2,0,1,18,0,419,134,0,311,0,2623,1,2,506,2,1091,2,0
2,0,1,61,0,1,0,328,241,873,2630,1,2,507,2,1979,3,0
2,1,1,9,0,0,0,0,0,0,2630,2,4,418,2,1979,1,0
2,0,1,1,0,0,0,0,0,0,2630,3,4,418,2,1979,3,0
2,0,1,27,0,0,196,7,0,1325,2632,1,2,546,1,503,4,0
2,0,1,20,0,0,0,0,631,350,2637,1,4,442,2,752,1,0
2,1,2,2,0,0,0,0,0,0,2637,2,4,429,1,752,2,0
2,0,1,0,0,0,0,0,0,0,2637,3,4,429,1,752,5,0
3,1,1,25,0,0,0,0,0,0,2639,1,2,509,2,1525,1,0
2,0,1,22,0,2,12,0,630,59,2644,1,2,512,2,2083,3,0
3,0,1,32,1,733,11,1819,34,1,2653,1,2,548,1,1073,2,0
3,0,1,28,0,1,0,195,62,2406,2654,1,7,89,2,1601,1,0
1,1,1,43,0,0,0,0,0,0,2656,1,8,96,2,1543,1,0
1,0,3,28,0,0,774,2760,4171,118,2665,1,8,92,1,1817,0,0
1,1,3,32,0,0,0,0,0,0,2667,1,1,101,2,77,1,0
1,0,1,54,0,0,373,0,400,3217,2667,2,1,101,2,77,0,0
1,0,1,27,0,0,0,0,6,3223,2667,3,1,101,2,77,3,0
1,1,1,30,0,0,0,0,0,0,2667,4,1,101,2,77,0,0
1,1,3,25,0,0,0,0,0,0,2667,5,1,101,2,77,3,0
3,0,1,39,0,1236,0,849,0,0,2669,1,2,553,1,76,3,0
2,0,1,14,0,100,3821,133,116,8,2673,1,4,433,1,2043,1,0
2,0,1,8,0,0,0,0,0,0,2674,1,4,425,2,1346,4,0
2,0,1,22,0,0,75,688,42,3,2674,2,4,425,2,1346,1,0
1,0,1,27,0,0,263,1,8580,0,2680,1,1,82,1,906,3,0
2,1,2,43,0,0,0,0,0,0,2681,1,4,427,2,1549,2,0
2,0,1,16,0,2730,397,0,0,56,2686,1,2,518,2,93,1,0
2,0,1,40,0,4,0,0,1759,0,2689,1,4,436,1,882,3,0
1,1,1,48,0,0,0,0,0,0,2694,1,1,84,1,2097,2,0
1,0,1,25,0,0,10754,3,345,478,2694,2,8,93,1,2097,0,0
1,0,1,29,0,0,2074,0,6,320,2696,1,8,98,2,1630,1,0
2,0,2,60,0,0,245,0,985,0,2699,1,2,519,2,722,1,0
2,1,1,22,0,0,0,0,0,0,2705,1,4,430,2,1147,2,0
1,1,3,37,0,0,0,0,0,0,2710,1,1,104,2,78,0,0
1,1,3,35,0,0,0,0,0,0,2710,2,1,104,2,78,2,0
3,0,1,23,0,855,1296,3765,0,0,2711,1,2,560,1,1210,5,0
3,0,1,24,0,671,0,344,0,6,2715,1,6,162,1,749,4,0
3,0,1,15,0,1416,0,1184,3,0,2715,2,2,562,1,749,3,0
1,0,1,18,0,0,0,0,1685,0,2716,1,7,80,1,1206,1,0
1,1,3,14,0,0,0,0,0,0,2716,2,7,80,1,1206,1,0
3,0,1,39,0,2194,1034,21,0,0,2719,1,7,92,2,933,1,0
3,1,1,12,0,0,0,0,0,0,2719,2,2,524,2,933,1,0
3,0,1,43,0,1259,0,0,963,0,2719,3,2,524,2,933,3,0
3,0,1,45,0,16,0,1103,0,0,2728,1,2,526,2,273,0,0
2,1,1,24,0,0,0,0,0,0,2731,1,4,434,2,74,1,0
2,0,1,52,0,0,295,0,0,233,2733,1,2,566,1,1860,1,0
2,0,1,18,0,798,2,0,8,0,2735,1,4,441,1,1656,2,0
2,1,2,38,0,0,0,0,0,0,2742,1,4,436,2,2135,1,0
2,0,3,26,0,0,765,3,14,1,2744,1,4,443,1,75,2,0
2,1,1,28,0,0,0,0,0,0,2749,1,4,437,2,1170,3,0
2,0,1,19,0,0,0,0,802,7,2757,1,4,445,1,147,3,0
2,0,2,45,0,3,31,60,515,0,2761,1,2,531,2,529,0,0
2,0,1,27,0,0,0,1388,0,15,2761,2,2,531,2,1337,1,0
2,1,3,15,0,0,0,0,0,0,2766,1,4,440,2,1540,6,0
2,0,1,22,0,0,130,39,457,0,2767,1,4,441,2,745,4,0
2,0,1,23,0,0,102,0,0,587,2771,1,2,574,1,1359,0,0
1,0,1,32,0,0,442,0,1700,315,2775,1,8,101,2,2146,1,0
2,0,1,15,0,0,34,861,0,47,2776,1,4,445,2,999,1,0
1,1,1,30,1,0,0,0,0,0,2777,1,3,33,2,1757,0,0
2,0,1,60,0,454,1,91,1,227,2779,1,2,577,1,871,5,0
2,0,1,50,0,0,104,6,1940,1,2782,1,2,534,2,1684,1,0
2,0,1,45,0,545,63,38,3,369,2791,1,4,451,1,498,2,0
3,0,1,24,0,915,0,67,0,67,2794,1,6,170,1,1678,2,0
3,0,1,22,0,842,0,431,52,0,2794,2,2,579,1,769,1,0
3,0,1,20,0,1,0,2638,0,0,2794,3,2,579,1,1678,1,0
3,1,3,19,0,0,0,0,0,0,2794,4,2,579,1,1678,2,0
3,0,1,40,0,203,2,112,0,1065,2794,5,2,579,1,769,5,0
3,1,1,14,0,0,0,0,0,0,2794,6,2,579,1,1678,2,0
3,1,1,18,0,0,0,0,0,0,2794,7,2,579,1,769,1,0
3,1,3,20,0,0,0,0,0,0,2800,1,6,191,2,1740,0,0
1,1,1,35,0,0,0,0,0,0,2803,1,7,84,1,1669,0,0
2,1,1,24,0,0,0,0,0,0,2804,1,4,448,2,771,2,0
1,1,3,30,0,0,0,0,0,0,2808,1,8,95,1,568,0,0
1,0,1,44,0,0,9662,0,1,1260,2808,2,8,95,1,568,1,0
2,0,1,42,0,0,0,85,0,703,2815,1,6,172,1,2066,4,0
2,1,1,3,0,0,0,0,0,0,2815,2,4,456,1,2066,1,0
2,0,1,19,0,6,697,0,0,0,2815,3,2,583,1,2066,0,0
1,1,1,69,0,0,0,0,0,0,2816,1,7,85,1,915,0,0
2,1,3,50,0,0,0,0,0,0,2827,1,4,451,2,1567,0,0
2,0,2,15,0,144,0,0,6,379,2828,1,4,459,1,1954,3,0
2,1,1,18,0,0,0,0,0,0,2829,1,4,460,1,555,1,0
2,1,2,25,0,0,0,0,0,0,2830,1,4,461,1,532,1,0
2,1,2,15,0,0,0,0,0,0,2833,1,4,462,1,1578,1,0
1,0,3,62,0,0,9724,0,47,14,2836,1,8,106,2,2038,2,0
2,0,1,19,0,0,9,0,1118,0,2841,1,2,589,1,139,2,0
2,1,1,29,0,0,0,0,0,0,2842,1,4,463,1,557,4,0
2,0,3,28,0,16,0,0,0,1317,2844,1,2,541,2,609,1,0
1,1,3,25,0,0,0,0,0,0,2845,1,8,97,1,763,1,0
1,1,1,22,0,0,0,0,0,0,2845,2,8,97,1,763,2,0
1,1,1,35,0,0,0,0,0,0,2848,1,3,34,2,1798,1,0
1,1,1,61,0,0,0,0,0,0,2848,2,3,34,2,1798,3,0
1,1,3,26,0,0,0,0,0,0,2848,3,3,34,2,1798,2,0
2,0,1,19,0,0,0,0,0,1201,2849,1,4,442,2,418,2,0
3,0,1,2,0,0,0,0,0,0,2850,1,2,543,2,823,1,0
3,1,1,0,0,0,0,0,0,0,2850,2,2,543,2,823,3,0
3,0,1,26,0,1208,90,1,0,0,2850,3,6,192,2,823,0,0
3,1,1,6,0,0,0,0,0,0,2850,4,2,543,2,823,1,0
2,0,3,23,0,5,0,0,49,668,2851,1,2,590,1,553,2,0
2,1,3,50,0,0,0,0,0,0,2855,1,7,87,1,1528,1,0
3,0,1,18,0,2366,0,238,0,0,2864,1,2,548,2,44,0,0
2,1,1,7,0,0,0,0,0,0,2868,1,4,453,2,1180,2,0
2,1,1,3,0,0,0,0,0,0,2868,2,4,453,2,1180,2,0
2,0,1,3,0,0,0,0,0,0,2868,3,4,453,2,1180,2,0
2,0,1,37,0,0,0,1631,0,75,2868,4,4,453,2,1180,3,0
2,0,1,25,0,0,5,12,978,0,2874,1,6,177,1,972,3,0
