HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,PassengerGroups,PassengerNums,CabinDeck,CabinNumber,CabinSide,Surname,AgeGroups
1,1,2,29,0,0,0,0,0,0,True,2707,2,1,103,2,1261,2
2,0,2,23,0,3,548,37,0,12,True,2708,1,2,522,2,166,3
3,1,1,3,0,0,0,0,0,0,True,2709,1,2,523,2,1262,2
3,0,1,0,0,0,0,0,0,0,True,2709,2,2,523,2,1262,3
3,0,1,33,0,361,0,381,1622,0,False,2709,3,2,523,2,1262,0
3,0,1,12,0,0,0,0,0,0,True,2709,4,2,523,2,259,0
1,1,1,44,0,0,0,0,0,0,True,2712,1,1,105,2,1263,1
2,1,1,20,0,0,0,0,0,0,True,2713,1,4,438,1,71,5
2,0,3,59,0,269,1776,0,0,12,False,2714,1,2,561,1,1264,1
2,0,1,18,0,130,0,13,191,554,False,2717,1,4,431,2,745,1
1,1,1,72,0,0,0,0,0,0,True,2718,1,1,106,2,76,2
2,0,2,23,0,171,2373,1,30,985,False,2720,1,4,439,1,917,1
2,0,1,11,0,0,0,0,0,0,False,2720,2,4,439,1,917,0
2,1,1,1,0,0,0,0,0,0,True,2720,3,4,439,1,917,2
2,0,2,25,0,21,746,55,0,4,False,2721,1,2,563,1,1265,4
3,1,3,25,0,0,0,0,0,0,True,2722,1,7,93,2,1266,1
1,1,1,24,0,0,0,0,0,0,True,2723,1,8,99,2,818,3
1,0,1,54,0,0,5876,0,0,914,True,2723,2,8,99,2,818,1
3,1,3,17,0,0,0,0,0,0,True,2724,1,2,564,1,1267,2
3,0,1,48,0,1200,0,38,48,0,False,2724,2,2,564,1,1267,4
2,0,1,40,0,0,0,362,272,0,False,2725,1,2,565,1,1268,5
2,1,1,2,0,0,0,0,0,0,False,2726,1,4,440,1,1269,4
2,0,1,32,0,0,9,11,784,63,False,2727,1,2,525,2,503,1
2,1,1,15,0,0,0,0,0,0,True,2729,1,4,432,2,839,2
2,1,1,52,0,0,0,0,0,0,True,2730,1,4,433,2,1251,2
2,0,1,16,0,0,1115,0,1674,132,False,2730,2,2,527,2,1251,1
2,1,1,16,0,0,0,0,0,0,True,2730,3,4,433,2,1251,3
2,1,3,16,0,0,0,0,0,0,True,2732,1,4,435,2,1098,2
2,0,3,6,0,0,0,0,0,0,False,2732,2,4,435,2,1098,4
3,0,1,10,0,0,0,0,0,0,True,2734,1,2,567,1,256,3
3,0,1,27,1,1709,4,24,0,0,False,2736,1,7,81,1,1270,3
1,0,3,45,0,0,726,0,281,1257,True,2737,1,8,100,2,1198,4
1,0,1,26,0,2381,1772,0,0,2618,False,2737,2,8,100,2,1271,2
3,0,1,29,0,1049,0,0,0,0,False,2738,1,6,187,2,1272,3
2,1,2,38,0,0,0,0,0,0,True,2739,1,4,442,1,1273,1
2,0,1,19,0,1,143,0,254,107,True,2740,1,6,163,1,66,1
3,0,1,43,0,471,0,133,2,692,False,2741,1,6,164,1,1274,3
2,0,1,15,0,746,0,2,0,11,False,2743,1,2,528,2,1018,3
3,0,1,31,0,1511,0,310,0,0,False,2745,1,2,568,1,1275,1
3,0,1,52,0,758,0,356,5,0,False,2746,1,2,569,1,599,1
3,0,1,49,0,0,0,0,0,0,True,2747,1,2,570,1,1067,2
2,0,3,29,0,143,548,0,0,0,True,2748,1,2,529,2,1276,1
2,0,1,18,0,600,0,0,179,11,True,2750,1,2,571,1,1076,1
3,1,1,41,0,0,0,0,0,0,True,2751,1,2,530,2,1277,2
2,0,1,9,0,0,0,0,0,0,False,2752,1,4,444,1,869,2
2,1,2,27,0,0,0,0,0,0,False,2752,2,4,444,1,869,1
2,0,1,58,0,0,82,0,758,0,True,2752,3,6,165,1,869,0
2,0,2,39,0,0,0,0,0,907,False,2753,1,6,188,2,592,3
2,0,1,13,0,911,1,0,74,0,False,2754,1,6,166,1,60,1
1,1,3,36,0,0,0,0,0,0,True,2755,1,1,85,1,1278,3
3,0,3,23,0,253,0,0,888,0,False,2756,1,2,572,1,1279,3
2,1,2,24,0,0,0,0,0,0,True,2758,1,4,446,1,84,0
2,0,1,33,0,0,0,170,14,810,False,2759,1,6,167,1,325,1
2,0,1,18,0,0,0,0,0,0,False,2760,1,4,438,2,738,1
2,1,1,2,0,0,0,0,0,0,False,2760,2,4,438,2,905,0
2,1,1,0,0,0,0,0,0,0,True,2760,3,4,438,2,738,0
2,0,1,36,0,625,0,260,0,0,False,2762,1,4,439,2,603,1
2,0,3,15,0,254,0,10,180,0,False,2762,2,4,439,2,603,3
2,0,1,31,0,91,756,0,0,12,True,2763,1,6,168,1,1280,3
2,0,1,42,0,0,0,213,166,1209,True,2764,1,6,189,2,902,5
3,0,1,27,0,1502,1,0,0,0,False,2765,1,2,532,2,1281,0
2,0,1,36,0,123,3,0,7,0,True,2768,1,2,533,2,1282,0
2,0,1,0,0,0,0,0,0,0,False,2768,2,4,442,2,1282,0
2,1,1,3,0,0,0,0,0,0,False,2768,3,4,442,2,1282,1
2,0,2,22,0,0,837,192,0,0,False,2769,1,2,573,1,971,0
2,0,1,56,0,0,1721,0,96,0,False,2770,1,4,443,2,390,1
2,0,1,23,0,0,0,0,757,0,False,2772,1,4,444,2,493,2
3,0,1,25,0,314,2,648,92,0,False,2773,1,7,94,2,1027,4
2,0,1,29,0,3,0,3,0,697,False,2774,1,2,575,1,1283,2
2,0,1,17,0,0,1195,31,0,0,False,2774,2,2,575,1,1284,4
2,0,1,13,0,412,4,0,0,551,False,2774,3,2,575,1,1283,1
3,0,1,35,0,2301,0,414,0,0,True,2778,1,7,82,1,1285,1
3,1,3,53,0,0,0,0,0,0,True,2778,2,2,576,1,1285,2
2,0,1,24,0,14,702,0,0,0,False,2780,1,2,578,1,218,3
2,1,1,38,0,0,0,0,0,0,False,2781,1,4,447,1,798,2
1,1,3,21,0,0,0,0,0,0,True,2783,1,7,83,1,1286,1
1,0,3,29,0,2,8,0,2864,155,False,2783,2,7,83,1,1286,1
2,0,1,46,0,0,0,1661,52,8,True,2784,1,4,448,1,1287,4
1,1,1,58,0,0,0,0,0,0,True,2785,1,8,102,2,1000,3
2,0,2,53,0,0,1,0,195,493,True,2786,1,6,190,2,901,4
2,0,3,21,0,13,0,1098,64,1,False,2787,1,2,535,2,42,2
2,1,2,27,0,0,0,0,0,0,False,2788,1,4,449,1,490,0
2,1,1,31,0,0,0,0,0,0,False,2789,1,4,450,1,504,1
1,1,3,23,0,0,0,0,0,0,True,2790,1,1,86,1,1288,1
1,0,3,41,0,0,320,4333,1313,51,False,2790,2,1,86,1,1288,0
1,0,1,29,0,3,933,0,674,731,False,2790,3,1,86,1,1288,3
1,0,3,54,0,0,37,0,4689,0,False,2790,4,1,86,1,1288,2
1,0,3,43,0,0,9923,660,10,266,True,2790,5,1,86,1,1288,3
2,1,2,36,0,0,0,0,0,0,True,2792,1,4,446,2,571,1
2,0,1,48,0,784,87,0,0,1,True,2793,1,6,169,1,1289,3
1,0,1,34,0,10,5659,15,3,0,True,2795,1,8,103,2,1290,1
1,0,1,42,0,0,802,0,2622,671,False,2795,2,8,103,2,1290,1
2,0,3,17,0,0,0,0,863,0,False,2796,1,2,536,2,905,2
2,0,1,22,0,0,0,0,0,1345,False,2797,1,2,580,1,221,2
1,0,1,37,0,6,437,0,54,3030,False,2798,1,3,23,1,1291,2
1,1,3,38,0,0,0,0,0,0,True,2798,2,3,23,1,1291,4
2,0,1,21,0,3,0,0,881,0,False,2799,1,4,447,2,1292,3
2,1,2,23,0,0,0,0,0,0,True,2799,2,4,447,2,1292,3
1,0,1,27,0,1,767,0,13104,3657,False,2801,1,1,87,1,1293,4
2,0,1,23,0,18,2595,0,0,122,True,2802,1,2,581,1,600,5
2,0,1,19,0,0,0,366,268,0,False,2805,1,2,582,1,774,5
3,0,1,28,0,948,0,64,170,0,False,2806,1,7,95,2,375,1
2,0,1,33,0,0,0,154,22,820,False,2807,1,6,171,1,235,2
2,1,2,24,0,0,0,0,0,0,False,2807,2,4,452,1,235,5
2,1,1,0,0,0,0,0,0,0,True,2807,3,4,452,1,1294,3
2,1,1,41,0,0,0,0,0,0,True,2809,1,4,453,1,962,4
2,1,1,19,0,0,0,0,0,0,False,2810,1,4,454,1,272,3
2,0,1,44,0,0,0,0,0,871,False,2811,1,2,537,2,986,3
3,0,3,43,0,803,0,384,120,0,True,2812,1,2,538,2,1295,3
2,1,1,14,0,0,0,0,0,0,True,2813,1,4,449,2,1296,2
2,1,2,18,0,0,0,0,0,0,True,2814,1,4,455,1,563,0
2,0,1,25,0,237,0,910,0,12,False,2817,1,2,584,1,1297,0
3,0,1,0,0,0,0,0,0,0,True,2818,1,2,585,1,802,2
3,1,3,4,0,0,0,0,0,0,True,2818,2,2,585,1,802,3
3,0,1,24,0,165,0,981,2,0,True,2818,3,2,585,1,802,3
2,0,1,38,0,77,169,0,0,470,False,2819,1,2,586,1,209,6
2,1,1,44,0,0,0,0,0,0,True,2820,1,4,457,1,856,3
2,1,3,57,0,0,0,0,0,0,True,2821,1,4,458,1,1298,3
2,1,3,3,0,0,0,0,0,0,True,2822,1,4,450,2,602,1
2,0,1,5,0,0,0,0,0,0,False,2822,2,4,450,2,602,0
2,1,3,3,0,0,0,0,0,0,True,2822,3,4,450,2,602,0
2,1,1,18,0,0,0,0,0,0,True,2822,4,4,450,2,602,0
2,1,1,8,0,0,0,0,0,0,False,2822,5,4,450,2,602,2
3,1,1,21,0,0,0,0,0,0,True,2823,1,2,587,1,422,0
1,1,3,35,0,0,0,0,0,0,True,2824,1,8,104,2,1299,2
3,0,1,47,0,0,0,0,0,0,True,2825,1,2,539,2,1300,1
1,0,3,28,0,1581,213,0,18,3051,False,2826,1,8,96,1,1301,3
1,0,1,49,0,20,6807,174,3538,2473,False,2826,2,8,96,1,1301,2
1,0,1,23,0,0,824,0,495,1479,True,2831,1,7,86,1,1302,2
1,0,1,19,0,0,1,0,2085,55,False,2831,2,7,86,1,1303,1
2,0,1,34,0,0,250,23,0,514,False,2832,1,6,173,1,905,1
1,0,1,40,1,0,11,0,2205,1295,True,2834,1,8,105,2,758,2
1,0,3,26,1,0,186,0,548,5058,False,2835,1,3,24,1,1304,1
2,0,2,23,0,0,0,0,3,1919,False,2837,1,2,588,1,1305,2
3,0,1,22,0,0,0,0,0,0,False,2838,1,6,174,1,408,1
1,0,1,51,0,1,3935,0,146,0,True,2839,1,8,107,2,610,0
2,0,3,44,0,672,0,0,0,20,False,2840,1,2,540,2,147,0
3,0,1,50,0,357,0,657,0,0,False,2843,1,6,175,1,1306,0
2,1,1,28,0,0,0,0,0,0,True,2846,1,4,452,2,1238,2
2,1,1,13,0,0,0,0,0,0,True,2847,1,4,464,1,911,2
2,0,1,21,0,33,126,0,461,0,False,2852,1,4,465,1,809,4
2,0,1,20,0,56,757,111,0,0,True,2853,1,2,544,2,686,3
2,0,3,14,0,0,0,14,692,809,False,2854,1,2,591,1,414,0
1,0,3,38,0,0,896,0,0,4168,False,2856,1,8,108,2,1307,0
2,0,2,29,0,631,0,0,40,0,False,2857,1,2,545,2,1211,1
1,1,1,36,0,0,0,0,0,0,True,2858,1,8,109,2,64,3
1,1,1,16,0,0,0,0,0,0,True,2858,2,8,109,2,64,1
1,1,1,40,0,0,0,0,0,0,True,2858,3,8,109,2,64,3
1,1,3,27,0,0,0,0,0,0,True,2859,1,8,98,1,188,3
2,0,2,18,0,154,22,77,1053,0,True,2860,1,2,546,2,596,4
2,0,1,17,0,5,756,0,0,0,True,2861,1,2,547,2,1308,4
3,1,1,32,0,0,0,0,0,0,True,2862,1,6,193,2,1309,3
2,0,1,27,0,0,2,49,0,801,False,2863,1,4,466,1,844,4
3,0,1,34,0,2904,23,7,0,81,False,2865,1,7,88,1,1310,3
3,0,1,53,0,520,0,442,0,0,True,2865,2,7,88,1,1310,1
1,1,1,36,1,0,0,0,0,0,True,2866,1,8,110,2,1311,2
3,0,1,41,0,71,0,1617,31,0,False,2867,1,7,89,1,1312,1
3,0,1,51,0,819,4,92,38,0,False,2867,2,6,176,1,1312,6
2,1,2,61,0,0,0,0,0,0,True,2869,1,4,467,1,310,1
2,0,1,59,0,0,0,1,920,1,True,2870,1,4,454,2,277,1
1,1,1,17,0,0,0,0,0,0,True,2871,1,1,88,1,1152,2
1,1,1,27,0,0,0,0,0,0,True,2871,2,1,88,1,1152,1
2,0,2,57,0,0,1431,0,30,337,True,2872,1,4,455,2,1313,4
3,0,3,39,0,2127,0,23,0,0,False,2873,1,6,194,2,1314,0
1,1,3,55,0,0,0,0,0,0,True,2875,1,1,107,2,479,2
2,0,1,42,0,173,656,0,0,23,False,2876,1,4,456,2,1315,0
2,0,1,36,0,418,40,7,338,0,False,2877,1,2,592,1,54,3
3,0,1,42,0,44,0,3648,0,9,True,2878,1,2,593,1,1316,4
2,1,2,32,0,0,0,0,0,0,False,2880,1,4,468,1,398,1
2,0,3,6,0,0,0,0,0,0,False,2881,1,4,457,2,1145,1
2,1,1,15,0,0,0,0,0,0,False,2882,1,4,458,2,418,1
2,0,1,28,0,0,93,1282,0,0,True,2883,1,2,595,1,1120,1
3,0,1,37,0,912,0,0,0,0,False,2884,1,7,90,1,368,2
2,0,1,44,0,0,0,744,62,3,False,2887,1,4,459,2,1317,2
3,0,1,71,1,901,0,1698,0,0,False,2888,1,2,597,1,1318,2
1,0,1,44,0,0,351,0,3,3447,False,2890,1,1,89,1,1319,4
1,1,1,36,0,0,0,0,0,0,True,2890,2,1,89,1,1319,5
2,0,1,18,0,4,904,0,0,1,False,2891,1,4,460,2,1320,1
2,0,2,3,0,0,0,0,0,0,True,2892,1,4,469,1,1223,2
2,1,3,12,0,0,0,0,0,0,False,2892,2,4,469,1,984,0
2,1,3,0,0,0,0,0,0,0,True,2892,3,4,469,1,984,1
2,0,1,29,0,0,1311,0,0,0,False,2892,4,2,598,1,1223,3
2,0,1,9,0,0,0,0,0,0,False,2892,5,4,469,1,1223,3
2,0,3,27,0,688,307,779,0,19,False,2893,1,4,470,1,1321,3
2,0,2,24,0,0,0,443,244,1,False,2894,1,2,599,1,1322,0
2,0,1,38,0,1,0,288,0,556,True,2897,1,4,461,2,1323,1
3,0,1,28,0,523,0,0,970,0,False,2899,1,2,600,1,1324,2
3,1,1,26,0,0,0,0,0,0,True,2900,1,4,427,2,1325,2
2,0,1,16,0,0,20,0,300,681,False,2901,1,2,601,1,1326,0
2,0,2,24,0,0,2,25,0,707,True,2901,2,2,601,1,1326,3
2,0,1,33,0,123,760,0,0,0,False,2902,1,4,471,1,173,0
2,0,3,24,0,489,0,0,0,0,False,2905,1,4,462,2,899,2
2,0,1,29,0,1,0,133,104,574,False,2906,1,4,463,2,390,1
2,0,1,25,0,0,9,2005,0,5,True,2907,1,2,552,2,343,4
2,0,1,0,0,0,0,0,0,0,False,2908,1,4,464,2,1327,1
2,0,1,13,0,649,2,0,124,143,False,2908,2,2,553,2,1327,1
2,1,3,7,0,0,0,0,0,0,False,2909,1,4,473,1,1102,2
2,0,2,32,0,0,0,736,0,0,False,2910,1,2,602,1,1268,3
3,1,1,34,0,0,0,0,0,0,False,2912,1,6,178,1,1328,2
3,0,1,49,0,21,25,1509,0,1042,False,2913,1,2,603,1,860,4
3,0,1,43,0,13,2119,315,0,261,True,2919,1,7,96,2,373,1
3,0,1,0,0,0,0,0,0,0,True,2919,2,2,555,2,373,3
3,1,1,6,0,0,0,0,0,0,True,2919,3,2,555,2,373,2
2,0,1,23,0,0,179,569,0,0,True,2920,1,2,606,1,954,3
3,0,1,43,0,336,11,796,15,0,True,2925,1,2,609,1,897,0
3,1,3,23,0,0,0,0,0,0,True,2925,2,2,609,1,897,2
3,0,1,43,0,828,25,545,107,0,False,2926,1,4,427,2,1329,6
3,1,3,41,0,0,0,0,0,0,True,2927,1,2,611,1,1330,1
1,0,3,54,1,0,2062,2,19,1618,False,2928,1,1,92,1,1331,4
1,1,1,51,0,0,0,0,0,0,True,2928,2,1,92,1,1332,4
1,1,1,44,0,0,0,0,0,0,True,2928,3,1,92,1,1331,6
2,1,2,48,0,0,0,0,0,0,True,2929,1,4,467,2,453,0
2,0,1,45,0,0,9,0,857,16,False,2930,1,4,474,1,93,3
2,0,2,20,0,0,689,0,0,0,False,2934,1,2,557,2,419,2
1,0,1,33,0,0,28,0,6841,543,False,2935,1,9,2,1,905,2
2,0,1,21,0,15,30,11,2,388,False,2936,1,4,468,2,1327,4
1,1,1,68,0,0,0,0,0,0,True,2938,1,8,100,1,1333,3
2,0,2,23,0,5,308,363,7,0,True,2940,1,2,615,1,1216,2
2,0,1,16,0,24,0,13,717,0,False,2941,1,4,477,1,1321,3
2,0,1,35,0,198,44,97,30,510,False,2942,1,2,558,2,1046,3
2,1,1,22,0,0,0,0,0,0,False,2943,1,4,478,1,1151,1
2,0,1,51,0,214,3,16,569,0,False,2944,1,2,559,2,295,2
2,0,2,2,0,0,0,0,0,0,False,2944,2,4,469,2,295,1
2,1,3,29,0,0,0,0,0,0,False,2944,3,4,469,2,295,2
2,0,1,0,0,0,0,0,0,0,True,2944,4,4,469,2,295,3
2,1,3,39,0,0,0,0,0,0,True,2945,1,4,479,1,32,1
1,0,1,55,0,0,1971,77,577,1050,True,2948,1,8,112,2,1334,1
2,1,1,22,0,0,0,0,0,0,False,2949,1,4,482,1,1335,1
2,0,1,20,0,310,0,374,0,5,False,2950,1,2,617,1,645,0
2,0,3,25,0,0,641,0,2,0,True,2953,1,6,179,1,884,2
2,0,3,18,0,235,0,101,0,316,True,2954,1,2,619,1,109,1
2,0,2,28,0,3,141,0,0,1689,False,2956,1,4,470,2,1023,0
2,0,1,26,0,1822,0,4,107,1204,False,2958,1,2,561,2,1336,0
2,0,2,28,0,1,0,933,614,0,False,2959,1,2,620,1,905,0
2,0,1,54,0,0,0,0,0,0,False,2960,1,2,562,2,386,2
2,0,1,56,0,0,54,0,724,0,False,2961,1,2,621,1,1337,1
3,0,1,25,0,1228,0,132,0,0,False,2962,1,6,180,1,318,3
1,0,1,26,0,2050,8525,0,270,636,False,2964,1,3,35,2,1135,5
2,0,1,14,0,0,0,709,258,3,False,2965,1,2,622,1,357,2
2,0,1,21,0,2,417,323,0,84,True,2966,1,6,181,1,1338,2
2,1,1,43,0,0,0,0,0,0,True,2968,1,4,485,1,805,2
2,0,1,37,0,221,0,32,38,516,False,2969,1,4,486,1,1339,2
2,0,1,27,0,740,82,6,0,1,False,2970,1,4,427,2,922,6
1,0,1,38,0,0,3135,0,26,3,True,2971,1,9,3,1,1340,1
2,0,1,14,0,0,1,1441,0,190,True,2972,1,6,182,1,61,1
2,0,2,20,0,0,0,585,0,10,False,2975,1,2,564,2,923,1
1,0,1,33,0,0,0,0,0,0,False,2979,1,1,93,1,1341,1
1,1,3,33,0,0,0,0,0,0,True,2982,1,1,111,2,1342,1
2,0,1,13,0,0,0,31,0,810,True,2983,1,6,183,1,1343,4
1,0,1,37,0,0,210,0,4114,0,False,2984,1,7,97,2,715,0
3,0,1,15,0,5711,0,2516,0,1370,False,2986,1,6,197,2,1344,3
1,0,3,33,0,396,1280,7,308,4941,False,2988,1,3,36,2,1345,0
2,1,2,24,0,0,0,0,0,0,True,2990,1,4,472,2,1326,3
2,0,2,49,0,0,0,0,160,528,False,2992,1,2,570,2,1013,4
2,0,1,24,0,1252,6,0,123,706,False,2993,1,2,571,2,109,1
2,0,1,24,0,173,0,14,0,603,False,2994,1,6,198,2,706,3
1,1,3,26,0,0,0,0,0,0,True,2995,1,1,94,1,190,2
1,1,3,40,0,0,0,0,0,0,True,2995,2,1,94,1,190,1
2,0,3,31,0,0,611,2,4,22,False,2996,1,2,626,1,905,0
1,0,1,47,0,0,5252,0,124,300,True,2998,1,8,113,2,240,1
2,0,1,19,0,736,0,0,0,1,False,3000,1,2,627,1,1346,1
1,0,3,38,1,0,1577,0,425,4359,False,3001,1,8,101,1,1347,3
1,0,3,33,0,0,1001,2280,0,29,True,3001,2,8,101,1,1347,2
1,1,1,45,0,0,0,0,0,0,True,3003,1,8,114,2,1348,1
2,1,1,1,0,0,0,0,0,0,True,3004,1,4,473,2,1349,5
2,0,1,32,0,0,53,0,744,0,False,3004,2,2,572,2,1349,3
3,1,1,70,0,0,0,0,0,0,True,3005,1,2,573,2,1350,1
2,0,2,19,0,23,0,0,0,732,False,3006,1,4,474,2,97,2
3,1,2,55,0,0,0,0,0,0,True,3009,1,6,185,1,975,3
1,0,1,48,0,0,8403,0,7627,83,False,3010,1,1,96,1,1351,1
2,0,1,66,0,1187,1,0,6,0,False,3012,1,4,475,2,347,3
2,0,1,13,0,0,256,0,207,409,False,3013,1,2,629,1,288,4
1,0,3,40,0,82,1390,0,347,6237,False,3014,1,8,115,2,1168,5
2,0,1,35,0,0,1438,0,112,74,True,3015,1,6,199,2,1352,0
2,0,1,32,0,0,49,2,639,0,False,3018,1,2,630,1,1353,1
3,0,1,51,0,1644,0,234,157,64,False,3019,1,6,187,1,1354,5
1,0,1,37,0,0,216,0,5391,3372,False,3020,1,1,112,2,1355,6
2,0,1,31,0,517,1,301,60,4,False,3021,1,4,476,2,1346,2
2,0,1,37,0,608,0,6,0,1637,False,3021,2,2,574,2,1346,2
1,0,1,38,0,0,3331,270,2,3510,False,3022,1,8,102,1,1356,2
1,0,3,19,0,0,329,0,3154,312,False,3022,2,8,102,1,1356,0
3,1,1,33,0,0,0,0,0,0,True,3023,1,2,631,1,1357,2
2,0,1,19,0,0,0,1752,187,0,True,3024,1,2,632,1,893,1
2,0,1,31,0,2,788,0,128,9,True,3025,1,4,477,2,905,1
2,0,1,43,0,45,8,0,607,44,False,3025,2,4,477,2,872,6
2,1,1,22,0,0,0,0,0,0,False,3026,1,4,492,1,91,1
2,1,1,24,0,0,0,0,0,0,False,3027,1,4,493,1,446,2
1,0,3,21,0,0,878,82,360,1784,False,3029,1,8,103,1,1358,0
1,0,1,14,0,0,0,0,0,0,True,3029,2,8,103,1,1358,4
1,0,3,30,0,728,2551,0,48,1804,True,3030,1,1,97,1,1039,0
1,1,1,22,0,0,0,0,0,0,True,3030,2,1,97,1,1039,2
2,0,1,11,0,0,0,0,0,0,False,3032,1,4,478,2,1359,4
2,1,1,4,0,0,0,0,0,0,False,3032,2,4,478,2,1359,0
2,0,1,0,0,0,0,0,0,0,False,3032,3,4,478,2,1359,1
2,0,1,30,0,479,12,25,643,283,False,3032,4,2,575,2,1359,1
2,0,2,21,0,0,27,1181,0,513,False,3033,1,4,479,2,242,1
1,0,1,40,0,0,0,0,0,0,False,3034,1,4,427,2,1360,0
2,0,2,57,0,506,0,1,178,0,False,3036,1,2,634,1,973,1
3,0,1,35,0,1228,0,0,0,0,False,3038,1,2,576,2,1361,5
1,0,1,32,0,0,0,0,0,0,False,3039,1,3,37,2,1362,4
3,0,1,32,0,2616,0,2,5,0,False,3040,1,2,577,2,705,1
2,0,1,30,0,0,0,301,0,437,False,3042,1,2,578,2,93,2
2,0,1,69,0,577,139,0,0,0,False,3044,1,2,636,1,1363,2
2,1,1,21,0,0,0,0,0,0,False,3045,1,4,480,2,755,6
3,1,2,17,0,0,0,0,0,0,True,3047,1,6,190,1,1364,1
3,0,1,16,0,995,0,6,48,0,False,3047,2,6,190,1,1364,2
3,1,1,25,0,0,0,0,0,0,False,3048,1,6,200,2,921,0
1,0,1,25,0,1586,2342,947,1,276,True,3050,1,6,191,1,76,1
1,0,3,52,0,0,2,0,10976,810,False,3053,1,4,427,2,301,0
2,0,1,13,0,578,77,0,306,5,False,3054,1,2,579,2,1054,4
2,0,1,37,0,1086,0,0,41,0,False,3055,1,2,637,1,1365,4
3,0,1,13,0,760,2,2,0,0,False,3060,1,2,581,2,1366,2
3,0,1,45,0,3309,0,10,0,0,False,3060,2,7,98,2,1366,3
3,0,1,55,0,0,0,0,0,0,False,3060,3,6,201,2,1366,0
2,0,1,22,0,664,0,0,65,0,False,3061,1,2,638,1,1075,3
2,0,1,39,0,0,0,0,1745,72,False,3061,2,4,498,1,1367,4
3,0,1,35,0,741,0,31,0,36,False,3062,1,7,99,2,595,1
2,1,2,19,0,0,0,0,0,0,True,3063,1,4,499,1,762,0
2,1,1,7,0,0,0,0,0,0,True,3063,2,4,499,1,762,2
2,0,1,19,0,1,0,0,450,254,False,3063,3,6,192,1,762,2
2,1,1,21,0,0,0,0,0,0,True,3064,1,4,482,2,1346,5
1,0,3,37,0,0,2065,1650,356,1,True,3065,1,7,94,1,1368,2
2,0,1,35,0,1609,0,0,0,0,False,3066,1,6,193,1,147,2
2,1,1,22,0,0,0,0,0,0,True,3067,1,4,483,2,854,2
2,0,1,62,0,379,453,0,7,0,False,3068,1,4,500,1,930,3
2,1,1,41,0,0,0,0,0,0,True,3070,1,4,501,1,1369,2
1,1,1,16,0,0,0,0,0,0,True,3071,1,1,113,2,1370,1
1,0,1,26,0,0,0,8,21,6023,False,3071,2,1,113,2,1370,4
3,1,1,36,0,0,0,0,0,0,True,3073,1,2,640,1,781,1
2,1,2,27,0,0,0,0,0,0,True,3076,1,4,502,1,1112,1
2,0,3,22,0,35,0,36,581,0,False,3079,1,2,642,1,119,1
2,0,1,40,0,0,0,0,822,2,False,3080,1,2,584,2,533,0
1,0,3,50,0,0,1547,0,1784,1,True,3081,1,8,118,2,528,1
1,1,1,57,0,0,0,0,0,0,True,3081,2,8,118,2,528,1
2,0,2,15,0,1,30,1793,0,0,True,3082,1,4,503,1,1371,5
1,0,3,23,0,0,587,0,1497,1014,False,3083,1,7,100,2,185,0
3,1,3,60,0,0,0,0,0,0,True,3084,1,7,101,2,1372,4
2,0,1,73,0,0,0,0,153,556,False,3085,1,4,504,1,835,0
2,0,1,35,0,0,0,0,0,0,True,3087,1,4,505,1,1373,0
1,0,1,28,0,0,0,0,0,0,False,3088,1,3,25,1,1374,3
1,0,1,27,1,0,6013,0,820,31,True,3090,1,1,115,2,92,3
1,0,1,14,0,0,946,0,7860,384,False,3091,1,4,427,2,1375,1
1,1,1,26,0,0,0,0,0,0,True,3091,2,7,102,2,1375,2
2,0,1,22,0,0,0,102,43,700,False,3092,1,4,506,1,884,1
3,0,3,22,0,2229,0,1349,121,0,True,3093,1,6,194,1,1306,2
3,0,2,71,0,924,1284,10,9,0,False,3095,1,2,585,2,434,1
3,0,3,25,0,5,1,633,0,188,True,3096,1,7,103,2,1376,3
3,1,1,27,0,0,0,0,0,0,True,3099,1,6,203,2,1377,3
2,0,1,1,0,0,0,0,0,0,False,3100,1,4,485,2,1378,7
2,0,1,52,0,809,0,0,0,0,True,3100,2,2,586,2,1378,2
2,1,1,0,0,0,0,0,0,0,True,3100,3,4,485,2,1378,1
1,1,3,30,0,0,0,0,0,0,True,3102,1,1,101,1,1379,1
1,0,1,52,1,0,7452,0,1158,7979,False,3103,1,1,102,1,1380,1
2,0,1,12,0,0,0,0,0,0,True,3104,1,4,507,1,88,0
2,1,1,22,0,0,0,0,0,0,True,3104,2,4,507,1,88,2
2,0,1,24,0,520,0,0,195,0,True,3110,1,4,509,1,331,3
3,0,1,22,0,1173,0,0,9,0,False,3111,1,7,95,1,1129,2
2,1,2,15,0,0,0,0,0,0,False,3112,1,4,488,2,1199,3
3,1,1,21,0,0,0,0,0,0,True,3113,1,7,96,1,655,1
3,1,3,56,0,0,0,0,0,0,True,3113,2,7,96,1,655,6
3,0,1,50,0,1598,0,155,26,0,False,3114,1,7,97,1,159,1
2,0,1,20,0,127,0,656,0,21,False,3116,1,2,645,1,328,2
2,0,1,32,0,0,0,47,857,23,False,3117,1,2,646,1,905,0
2,1,1,28,0,0,0,0,0,0,False,3118,1,4,510,1,1381,5
2,0,1,74,0,571,0,0,277,0,False,3119,1,4,490,2,451,2
3,1,1,25,0,0,0,0,0,0,True,3120,1,6,204,2,434,0
